ISO 3166-2 Code,Province/State,Country/Region,Date,Confirmed,Deaths,Recovered
HN-FM,Francisco Morazan,Honduras,2020-03-23,0,0,0
HN-GD,Gracias a Dios,Honduras,2020-03-23,0,0,0
HN-IN,Intibuca,Honduras,2020-03-23,0,0,0
HN-IB,Islas de la Bahia,Honduras,2020-03-23,0,0,0
HN-LP,La Paz,Honduras,2020-03-23,0,0,0
HN-LE,Lempira,Honduras,2020-03-23,0,0,0
HN-OC,Ocotepeque,Honduras,2020-03-23,0,0,0
HN-OL,Olancho,Honduras,2020-03-23,0,0,0
HN-SB,Santa Barbara,Honduras,2020-03-23,0,0,0
HN-VA,Valle,Honduras,2020-03-23,0,0,0
HN-YO,Yoro,Honduras,2020-03-23,0,0,0
MX-AGU,Aguascalientes,Mexico,2020-03-23,6,0,0
MX-BCN,Baja California,Mexico,2020-03-23,13,0,0
MX-BCS,Baja California Sur,Mexico,2020-03-23,2,0,0
MX-CAM,Campeche,Mexico,2020-03-23,2,0,0
MX-CHP,Chiapas,Mexico,2020-03-23,2,0,0
MX-CHH,Chihuahua,Mexico,2020-03-23,5,0,0
MX-CMX,Ciudad de Mexico,Mexico,2020-03-23,60,2,0
MX-COA,Coahuila,Mexico,2020-03-23,12,0,0
MX-COL,Colima,Mexico,2020-03-23,2,0,0
MX-DUR,Durango,Mexico,2020-03-23,5,1,0
MX-GUA,Guanajuato,Mexico,2020-03-23,7,0,0
MX-GRO,Guerrero,Mexico,2020-03-23,5,0,0
MX-HID,Hidalgo,Mexico,2020-03-23,7,0,0
MX-JAL,Jalisco,Mexico,2020-03-23,46,1,0
MX-MIC,Michoacan,Mexico,2020-03-23,7,0,0
MX-MOR,Morelos,Mexico,2020-03-23,2,0,0
MX-MEX,Mexico,Mexico,2020-03-23,22,0,0
MX-NAY,Nayarit,Mexico,2020-03-23,1,0,0
MX-NLE,Nuevo Leon,Mexico,2020-03-23,40,0,0
MX-OAX,Oaxaca,Mexico,2020-03-23,4,0,0
MX-PUE,Puebla,Mexico,2020-03-23,16,0,0
MX-QUE,Queretaro,Mexico,2020-03-23,16,0,0
MX-ROO,Quintana Roo,Mexico,2020-03-23,21,0,0
MX-SLP,San Luis Potosi,Mexico,2020-03-23,16,0,0
MX-SIN,Sinaloa,Mexico,2020-03-23,4,0,0
MX-SON,Sonora,Mexico,2020-03-23,4,0,0
MX-TAB,Tabasco,Mexico,2020-03-23,6,0,0
MX-TAM,Tamaulipas,Mexico,2020-03-23,5,0,0
MX-TLA,Tlaxcala,Mexico,2020-03-23,0,0,0
MX-VER,Veracruz,Mexico,2020-03-23,7,0,0
MX-YUC,Yucatan,Mexico,2020-03-23,19,0,0
MX-ZAC,Zacatecas,Mexico,2020-03-23,3,0,0
NI-BO,Boaco,Nicaragua,2020-03-23,0,0,0
NI-CA,Carazo,Nicaragua,2020-03-23,0,0,0
NI-CI,Chinandega,Nicaragua,2020-03-23,0,0,0
NI-CO,Chontales,Nicaragua,2020-03-23,0,0,0
NI-ES,Estelí,Nicaragua,2020-03-23,0,0,0
NI-GR,Granada,Nicaragua,2020-03-23,0,0,0
NI-JI,Jinotega,Nicaragua,2020-03-23,0,0,0
NI-LE,León,Nicaragua,2020-03-23,0,0,0
NI-MD,Madriz,Nicaragua,2020-03-23,0,0,0
NI-MN,Managua,Nicaragua,2020-03-23,0,0,0
NI-MS,Masaya,Nicaragua,2020-03-23,0,0,0
NI-MT,Matagalpa,Nicaragua,2020-03-23,0,0,0
NI-NS,Nueva Segovia,Nicaragua,2020-03-23,0,0,0
NI-SJ,Rivas,Nicaragua,2020-03-23,0,0,0
NI-RI,Rio San Juan,Nicaragua,2020-03-23,0,0,0
NI-AN,NCCAR,Nicaragua,2020-03-23,0,0,0
NI-AS,SCCAR,Nicaragua,2020-03-23,0,0,0
PA-1,Bocas del Toro,Panama,2020-03-23,0,0,0
PA-4,Chiriqui,Panama,2020-03-23,0,0,0
PA-2,Cocle,Panama,2020-03-23,0,0,0
PA-3,Colon,Panama,2020-03-23,0,0,0
PA-5,Darien,Panama,2020-03-23,0,0,0
PA-6,Herrera,Panama,2020-03-23,0,0,0
PA-7,Los Santos,Panama,2020-03-23,0,0,0
PA-8,Panama,Panama,2020-03-23,0,0,0
PA-10,Panama Oeste,Panama,2020-03-23,0,0,0
PA-9,Veraguas,Panama,2020-03-23,0,0,0
PA-EM,Embera,Panama,2020-03-23,0,0,0
PA-KY,Guna Yala,Panama,2020-03-23,0,0,0
PA-NB,Ngabe-Bugle,Panama,2020-03-23,0,0,0
PY-ASU,Distrito Capital,Paraguay,2020-03-23,0,0,0
PY-1,Concepcion,Paraguay,2020-03-23,0,0,0
PY-2,San Pedro,Paraguay,2020-03-23,0,0,0
PY-3,Cordillera,Paraguay,2020-03-23,0,0,0
PY-4,Guaira,Paraguay,2020-03-23,0,0,0
PY-5,Caaguazu,Paraguay,2020-03-23,0,0,0
PY-6,Caazapa,Paraguay,2020-03-23,0,0,0
PY-7,Itapua,Paraguay,2020-03-23,0,0,0
PY-8,Misiones,Paraguay,2020-03-23,0,0,0
PY-9,Paraguari,Paraguay,2020-03-23,0,0,0
PY-10,Alto Parana,Paraguay,2020-03-23,0,0,0
PY-11,Central,Paraguay,2020-03-23,0,0,0
PY-12,Neembucu,Paraguay,2020-03-23,0,0,0
PY-13,Amambay,Paraguay,2020-03-23,0,0,0
PY-14,Canindeyu,Paraguay,2020-03-23,0,0,0
PY-15,Presidente Hayes,Paraguay,2020-03-23,0,0,0
PY-16,Alto Paraguay,Paraguay,2020-03-23,0,0,0
PY-19,Boqueron,Paraguay,2020-03-23,0,0,0
PE-LIM,Lima,Peru,2020-03-23,307,4,1
PE-LOR,Loreto,Peru,2020-03-23,16,0,0
PE-LAM,Lambayeque,Peru,2020-03-23,8,0,0
PE-CAL,Callao,Peru,2020-03-23,8,0,0
PE-CUS,Cusco,Peru,2020-03-23,6,0,0
PE-PIU,Piura,Peru,2020-03-23,19,0,1
PE-LAL,La Libertad,Peru,2020-03-23,4,0,0
PE-ANC,Ancash,Peru,2020-03-23,4,0,0
PE-HUC,Huanuco,Peru,2020-03-23,2,0,0
PE-ARE,Arequipa,Peru,2020-03-23,7,0,0
PE-ICA,Ica,Peru,2020-03-23,2,0,0
PE-MDD,Madre de dios,Peru,2020-03-23,1,0,0
PE-TUM,Tumbes,Peru,2020-03-23,0,0,0
PE-CAJ,Cajamarca,Peru,2020-03-23,0,0,0
PE-AMA,Amazonas,Peru,2020-03-23,0,0,0
PE-SAM,San Martin,Peru,2020-03-23,1,0,0
PE-UCA,Ucayali,Peru,2020-03-23,0,0,0
PE-PAS,Pasco,Peru,2020-03-23,0,0,0
PE-JUN,Junin,Peru,2020-03-23,10,0,0
PE-HUV,Huancavelica,Peru,2020-03-23,0,0,0
PE-AYA,Ayacucho,Peru,2020-03-23,0,0,0
PE-APU,Apurimac,Peru,2020-03-23,0,0,0
PE-PUN,Puno,Peru,2020-03-23,0,0,0
PE-MOQ,Moquegua,Peru,2020-03-23,0,0,0
PE-TAC,Tacna,Peru,2020-03-23,0,0,0
UY-AR,Artigas,Uruguay,2020-03-23,0,0,0
UY-CA,Canelones,Uruguay,2020-03-23,0,0,0
UY-CL,Cerro Largo,Uruguay,2020-03-23,0,0,0
UY-CO,Colonia,Uruguay,2020-03-23,0,0,0
UY-DU,Durazno,Uruguay,2020-03-23,0,0,0
UY-FS,Flores,Uruguay,2020-03-23,0,0,0
UY-FD,Florida,Uruguay,2020-03-23,0,0,0
UY-LA,Lavalleja,Uruguay,2020-03-23,0,0,0
UY-MA,Maldonado,Uruguay,2020-03-23,0,0,0
UY-MO,Montevideo,Uruguay,2020-03-23,0,0,0
UY-PA,Paysandu,Uruguay,2020-03-23,0,0,0
UY-RN,Rio Negro,Uruguay,2020-03-23,0,0,0
UY-RV,Rivera,Uruguay,2020-03-23,0,0,0
UY-RO,Rocha,Uruguay,2020-03-23,0,0,0
UY-SA,Salto,Uruguay,2020-03-23,0,0,0
UY-SJ,San Jose,Uruguay,2020-03-23,0,0,0
UY-SO,Soriano,Uruguay,2020-03-23,0,0,0
UY-TA,Tacuarembo,Uruguay,2020-03-23,0,0,0
UY-TT,Treinta y Tres,Uruguay,2020-03-23,0,0,0
VE-W,Dependencias Federales,Venezuela,2020-03-23,20,0,0
VE-Z,Amazonas,Venezuela,2020-03-23,0,0,0
VE-B,Anzoategui,Venezuela,2020-03-23,2,0,0
VE-C,Apure,Venezuela,2020-03-23,2,0,0
VE-D,Aragua,Venezuela,2020-03-23,6,0,0
VE-E,Barinas,Venezuela,2020-03-23,3,0,0
VE-F,Bolivar,Venezuela,2020-03-23,0,0,0
VE-G,Carabobo,Venezuela,2020-03-23,0,0,0
VE-H,Cojedes,Venezuela,2020-03-23,1,0,0
VE-Y,Delta Amacuro,Venezuela,2020-03-23,0,0,0
VE-I,Falcon,Venezuela,2020-03-23,2,0,0
VE-J,Guarico,Venezuela,2020-03-23,0,0,0
VE-X,Vargas,Venezuela,2020-03-23,8,0,0
VE-K,Lara,Venezuela,2020-03-23,1,0,0
VE-L,Merida,Venezuela,2020-03-23,1,0,0
VE-M,Miranda,Venezuela,2020-03-23,31,0,15
VE-N,Monagas,Venezuela,2020-03-23,1,0,0
VE-O,Nueva Esparta,Venezuela,2020-03-23,1,0,0
VE-P,Portuguesa,Venezuela,2020-03-23,1,0,0
VE-R,Sucre,Venezuela,2020-03-23,0,0,0
VE-S,Tachira,Venezuela,2020-03-23,1,0,0
VE-T,Trujillo,Venezuela,2020-03-23,0,0,0
VE-U,Yaracuy,Venezuela,2020-03-23,0,0,0
VE-V,Zulia,Venezuela,2020-03-23,1,0,0
GT-AV,Alta Verapaz,Guatemala,2020-03-23,0,0,0
GT-BV,Baja Verapaz,Guatemala,2020-03-23,0,0,0
GT-CM,Chimaltenango,Guatemala,2020-03-23,0,0,0
GT-CQ,Chiquimula,Guatemala,2020-03-23,0,0,0
GT-PR,El Progreso,Guatemala,2020-03-23,0,0,0
GT-ES,Escuintla,Guatemala,2020-03-23,0,0,0
GT-GU,Guatemala,Guatemala,2020-03-23,0,0,0
GT-HU,Huehuetenango,Guatemala,2020-03-23,0,0,0
GT-IZ,Izabal,Guatemala,2020-03-23,0,0,0
GT-JA,Jalapa,Guatemala,2020-03-23,0,0,0
GT-JU,Jutiapa,Guatemala,2020-03-23,0,0,0
GT-PE,Petén,Guatemala,2020-03-23,0,0,0
GT-QZ,Quetzaltenango,Guatemala,2020-03-23,0,0,0
GT-QC,Quiché,Guatemala,2020-03-23,0,0,0
GT-RE,Retalhuleu,Guatemala,2020-03-23,0,0,0
GT-SA,Sacatepéquez,Guatemala,2020-03-23,0,0,0
GT-SM,San Marcos,Guatemala,2020-03-23,0,0,0
GT-SR,Santa Rosa,Guatemala,2020-03-23,0,0,0
GT-SO,Sololá,Guatemala,2020-03-23,0,0,0
GT-SU,Suchitepéquez,Guatemala,2020-03-23,0,0,0
GT-TO,Totonicapán,Guatemala,2020-03-23,0,0,0
GT-ZA,Zacapa,Guatemala,2020-03-23,0,0,0
US-PR,Puerto Rico,United States,2020-03-23,0,0,0
HT-AR,Artibonite,Haiti,2020-03-23,0,0,0
HT-CE,Centre,Haiti,2020-03-23,0,0,0
HT-GA,Grande’Anse,Haiti,2020-03-23,0,0,0
HT-NI,Nippes,Haiti,2020-03-23,0,0,0
HT-ND,Nord,Haiti,2020-03-23,0,0,0
HT-NE,Nord-Est,Haiti,2020-03-23,0,0,0
HT-NO,Nord-Ouest,Haiti,2020-03-23,0,0,0
HT-OU,Ouest,Haiti,2020-03-23,0,0,0
HT-SD,Sud,Haiti,2020-03-23,0,0,0
HT-SE,Sud-Est,Haiti,2020-03-23,0,0,0
CU-15,Artemisa,Cuba,2020-03-23,0,0,0
CU-09,Camagüey,Cuba,2020-03-23,0,0,0
CU-08,Ciego de Ávila,Cuba,2020-03-23,0,0,0
CU-06,Cienfuegos,Cuba,2020-03-23,0,0,0
CU-12,Granma,Cuba,2020-03-23,0,0,0
CU-14,Guantánamo,Cuba,2020-03-23,0,0,0
CU-11,Holguín,Cuba,2020-03-23,0,0,0
CU-03,La Habana,Cuba,2020-03-23,0,0,0
CU-10,Las Tunas,Cuba,2020-03-23,0,0,0
CU-04,Matanzas,Cuba,2020-03-23,0,0,0
CU-16,Mayabeque,Cuba,2020-03-23,0,0,0
CU-01,Pinar del Río,Cuba,2020-03-23,0,0,0
CU-07,Sancti Spíritus,Cuba,2020-03-23,0,0,0
CU-13,Santiago de Cuba,Cuba,2020-03-23,0,0,0
CU-05,Villa Clara,Cuba,2020-03-23,0,0,0
CU-99,Isla de la Juventud,Cuba,2020-03-23,0,0,0
FR-GF,Guyane,France,2020-03-23,0,0,0
FR-GP,Guadeloupe,France,2020-03-23,0,0,0
FR-MQ,Martinique,France,2020-03-23,0,0,0
FR-MF,Saint-Martin,France,2020-03-23,0,0,0
FR-BL,Saint-Barthélemy,France,2020-03-23,0,0,0
FR-PM,Saint-Pierre-et-Miquelon,France,2020-03-23,0,0,0
AR-C,Ciudad Autonoma de Buenos Aires,Argentina,2020-03-24,146,2,43
AR-B,Buenos Aires,Argentina,2020-03-24,101,2,1
AR-K,Catamarca,Argentina,2020-03-24,0,0,0
AR-H,Chaco,Argentina,2020-03-24,41,2,0
AR-U,Chubut,Argentina,2020-03-24,0,0,0
AR-X,Cordoba,Argentina,2020-03-24,34,0,0
AR-W,Corrientes,Argentina,2020-03-24,3,0,0
AR-E,Entre Rios,Argentina,2020-03-24,3,0,0
AR-P,Formosa,Argentina,2020-03-24,0,0,0
AR-Y,Jujuy,Argentina,2020-03-24,1,0,0
AR-L,La Pampa,Argentina,2020-03-24,1,0,0
AR-F,La Rioja,Argentina,2020-03-24,0,0,0
AR-M,Mendoza,Argentina,2020-03-24,5,0,0
AR-N,Misiones,Argentina,2020-03-24,1,0,0
AR-Q,Neuquen,Argentina,2020-03-24,3,0,0
AR-R,Rio Negro,Argentina,2020-03-24,4,0,0
AR-A,Salta,Argentina,2020-03-24,1,0,0
AR-J,San Juan,Argentina,2020-03-24,0,0,0
AR-D,San Luis,Argentina,2020-03-24,1,0,0
AR-Z,Santa Cruz,Argentina,2020-03-24,2,0,0
AR-S,Santa Fe,Argentina,2020-03-24,20,0,0
AR-G,Santiago del Estero,Argentina,2020-03-24,1,0,0
AR-V,Tierra del Fuego,Argentina,2020-03-24,10,0,0
AR-T,Tucuman,Argentina,2020-03-24,7,0,0
BO-B,Beni,Bolivia,2020-03-24,0,0,0
BO-H,Chuquisaca,Bolivia,2020-03-24,0,0,0
BO-C,Cochabamba,Bolivia,2020-03-24,3,0,0
BO-L,La Paz,Bolivia,2020-03-24,3,0,0
BO-O,Oruro,Bolivia,2020-03-24,8,0,0
BO-N,Pando,Bolivia,2020-03-24,0,0,0
BO-P,Potosi,Bolivia,2020-03-24,0,0,0
BO-S,Santa Cruz,Bolivia,2020-03-24,18,0,0
BO-T,Tarija,Bolivia,2020-03-24,0,0,0
BR-AC,Acre,Brazil,2020-03-24,21,0,0
BR-AL,Alagoas,Brazil,2020-03-24,10,0,0
BR-AP,Amapa,Brazil,2020-03-24,1,0,0
BR-AM,Amazonas,Brazil,2020-03-24,47,0,0
BR-BA,Bahia,Brazil,2020-03-24,79,0,0
BR-CE,Ceara,Brazil,2020-03-24,185,0,0
BR-DF,Distrito Federal,Brazil,2020-03-24,177,0,0
BR-ES,Espiritu Santo,Brazil,2020-03-24,40,0,0
BR-GO,Goias,Brazil,2020-03-24,29,0,0
BR-MA,Maranhao,Brazil,2020-03-24,5,0,0
BR-MT,Mato Grosso,Brazil,2020-03-24,9,0,0
BR-MS,Mato Grosso do Sul,Brazil,2020-03-24,24,0,0
BR-MG,Minas Gerais,Brazil,2020-03-24,130,0,0
BR-PA,Para,Brazil,2020-03-24,5,0,0
BR-PB,Paraiba,Brazil,2020-03-24,3,0,0
BR-PR,Parana,Brazil,2020-03-24,69,0,0
BR-PE,Pernambuco,Brazil,2020-03-24,42,0,0
BR-PI,Piaui,Brazil,2020-03-24,8,0,0
BR-RJ,Rio de Janeiro,Brazil,2020-03-24,303,0,0
BR-RN,Rio Grande do Norte,Brazil,2020-03-24,14,0,0
BR-RS,Rio Grande do Sul,Brazil,2020-03-24,113,0,0
BR-RO,Rondonia,Brazil,2020-03-24,5,0,0
BR-RR,Roraima,Brazil,2020-03-24,8,0,0
BR-SC,Santa Catarina,Brazil,2020-03-24,110,0,0
BR-SP,Sao Paulo,Brazil,2020-03-24,810,0,0
BR-SE,Sergipe,Brazil,2020-03-24,15,0,0
BR-TO,Tocantins,Brazil,2020-03-24,7,0,0
CL-AP,Arica y Parinacota,Chile,2020-03-24,2,0,0
CL-TA,Tarapaca,Chile,2020-03-24,4,0,0
CL-AN,Antofagasta,Chile,2020-03-24,13,0,0
CL-AT,Atacama,Chile,2020-03-24,1,0,0
CL-CO,Coquimbo,Chile,2020-03-24,11,0,0
CL-VS,Valparaiso,Chile,2020-03-24,25,0,0
CL-RM,Santiago,Chile,2020-03-24,540,2,0
CL-LI,O'Higgins,Chile,2020-03-24,9,0,0
CL-ML,Maule,Chile,2020-03-24,29,0,0
CL-NB,Nuble,Chile,2020-03-24,105,0,0
CL-BI,Biobio,Chile,2020-03-24,73,0,0
CL-AR,Araucania,Chile,2020-03-24,59,0,0
CL-LR,Los Rios,Chile,2020-03-24,6,0,0
CL-LL,Los Lagos,Chile,2020-03-24,36,0,0
CL-AI,Aysen,Chile,2020-03-24,1,0,0
CL-MA,Magallanes,Chile,2020-03-24,8,0,0
CO-AMA,Amazonas,Colombia,2020-03-24,0,0,0
CO-ANT,Antioquia,Colombia,2020-03-24,0,0,0
CO-ARA,Arauca,Colombia,2020-03-24,0,0,0
CO-ATL,Atlantico,Colombia,2020-03-24,0,0,0
CO-DC,Bogota,Colombia,2020-03-24,0,0,0
CO-BOL,Bolivar,Colombia,2020-03-24,0,0,0
CO-BOY,Boyaca,Colombia,2020-03-24,0,0,0
CO-CAL,Caldas,Colombia,2020-03-24,0,0,0
CO-CAQ,Caqueta,Colombia,2020-03-24,0,0,0
CO-CAS,Casanare,Colombia,2020-03-24,0,0,0
CO-CAU,Cauca,Colombia,2020-03-24,0,0,0
CO-CES,Cesar,Colombia,2020-03-24,0,0,0
CO-COR,Choco,Colombia,2020-03-24,0,0,0
CO-CUN,Cordoba,Colombia,2020-03-24,0,0,0
CO-CHO,Cundinamarca,Colombia,2020-03-24,0,0,0
CO-GUA,Guainia,Colombia,2020-03-24,0,0,0
CO-GUV,Guaviare,Colombia,2020-03-24,0,0,0
CO-HUI,Huila,Colombia,2020-03-24,0,0,0
CO-LAG,La Guajira,Colombia,2020-03-24,0,0,0
CO-MAG,Magdalena,Colombia,2020-03-24,0,0,0
CO-MET,Meta,Colombia,2020-03-24,0,0,0
CO-NAR,Narino,Colombia,2020-03-24,0,0,0
CO-NSA,Norte de Santander,Colombia,2020-03-24,0,0,0
CO-PUT,Putumayo,Colombia,2020-03-24,0,0,0
CO-QUI,Quindio,Colombia,2020-03-24,0,0,0
CO-RIS,Risaralda,Colombia,2020-03-24,0,0,0
CO-SAP,San Andres y Providencia,Colombia,2020-03-24,0,0,0
CO-SAN,Santander,Colombia,2020-03-24,0,0,0
CO-SUC,Sucre,Colombia,2020-03-24,0,0,0
CO-TOL,Tolima,Colombia,2020-03-24,0,0,0
CO-VAC,Valle del Cauca,Colombia,2020-03-24,0,0,0
CO-VAU,Vaupes,Colombia,2020-03-24,0,0,0
CO-VID,Vichada,Colombia,2020-03-24,0,0,0
CR-A,Alajuela,Costa Rica,2020-03-24,0,0,0
CR-C,Cartago,Costa Rica,2020-03-24,0,0,0
CR-G,Guanacaste,Costa Rica,2020-03-24,0,0,0
CR-H,Heredia,Costa Rica,2020-03-24,0,0,0
CR-L,Limon,Costa Rica,2020-03-24,0,0,0
CR-P,Puntarenas,Costa Rica,2020-03-24,0,0,0
CR-SJ,San Jose,Costa Rica,2020-03-24,0,0,0
DO-02,Azua,Dominican Republic,2020-03-24,0,0,0
DO-03,Baoruco,Dominican Republic,2020-03-24,0,0,0
DO-04,Barahona,Dominican Republic,2020-03-24,0,0,0
DO-05,Dajabon,Dominican Republic,2020-03-24,0,0,0
DO-06,Distrito Nacional,Dominican Republic,2020-03-24,0,0,0
DO-08,Duarte,Dominican Republic,2020-03-24,0,0,0
DO-09,El Seibo,Dominican Republic,2020-03-24,0,0,0
DO-30,Elias Pina,Dominican Republic,2020-03-24,0,0,0
DO-10,Espaillat,Dominican Republic,2020-03-24,0,0,0
DO-11,Hato Mayor,Dominican Republic,2020-03-24,0,0,0
DO-07,Hermanas Mirabal,Dominican Republic,2020-03-24,0,0,0
DO-12,Independencia,Dominican Republic,2020-03-24,0,0,0
DO-13,La Altagracia,Dominican Republic,2020-03-24,0,0,0
DO-14,La Romana,Dominican Republic,2020-03-24,0,0,0
DO-28,La Vega,Dominican Republic,2020-03-24,0,0,0
DO-15,Maria Trinidad Sanchez,Dominican Republic,2020-03-24,0,0,0
DO-29,Monsenor Nouel,Dominican Republic,2020-03-24,0,0,0
DO-16,Monte Cristi,Dominican Republic,2020-03-24,0,0,0
DO-17,Monte Plata,Dominican Republic,2020-03-24,0,0,0
DO-18,Pedernales,Dominican Republic,2020-03-24,0,0,0
DO-19,Peravia,Dominican Republic,2020-03-24,0,0,0
DO-20,Puerto Plata,Dominican Republic,2020-03-24,0,0,0
DO-21,Samana,Dominican Republic,2020-03-24,0,0,0
DO-31,San Cristobal,Dominican Republic,2020-03-24,0,0,0
DO-22,San Jose de Ocoa,Dominican Republic,2020-03-24,0,0,0
DO-23,San Juan,Dominican Republic,2020-03-24,0,0,0
DO-24,San Pedro de Macoris,Dominican Republic,2020-03-24,0,0,0
DO-25,Sanchez Ramirez,Dominican Republic,2020-03-24,0,0,0
DO-26,Santiago,Dominican Republic,2020-03-24,0,0,0
DO-32,Santiago Rodriguez,Dominican Republic,2020-03-24,0,0,0
DO-01,Santo Domingo,Dominican Republic,2020-03-24,0,0,0
DO-27,Valverde,Dominican Republic,2020-03-24,0,0,0
EC-A,Azuay,Ecuador,2020-03-24,28,0,0
EC-B,Bolivar,Ecuador,2020-03-24,9,0,0
EC-F,Canar,Ecuador,2020-03-24,7,0,0
EC-C,Carchi,Ecuador,2020-03-24,0,0,0
EC-H,Chimborazo,Ecuador,2020-03-24,11,0,0
EC-X,Cotopaxi,Ecuador,2020-03-24,1,0,0
EC-O,El Oro,Ecuador,2020-03-24,14,0,0
EC-E,Esmeraldas,Ecuador,2020-03-24,3,0,0
EC-W,Galapagos,Ecuador,2020-03-24,4,0,0
EC-G,Guayas,Ecuador,2020-03-24,826,0,0
EC-I,Imbabura,Ecuador,2020-03-24,4,0,0
EC-L,Loja,Ecuador,2020-03-24,7,0,0
EC-R,Los Rios,Ecuador,2020-03-24,37,0,0
EC-M,Manabi,Ecuador,2020-03-24,32,0,0
EC-S,Morona Santiago,Ecuador,2020-03-24,6,0,0
EC-N,Napo,Ecuador,2020-03-24,0,0,0
EC-D,Orellana,Ecuador,2020-03-24,0,0,0
EC-Y,Pastaza,Ecuador,2020-03-24,0,0,0
EC-P,Pichincha,Ecuador,2020-03-24,72,0,0
EC-SE,Santa Elena,Ecuador,2020-03-24,6,0,0
EC-SD,Santo Domingo de los Tsachilas,Ecuador,2020-03-24,0,0,0
EC-U,Sucumbios,Ecuador,2020-03-24,6,0,0
EC-T,Tungurahua,Ecuador,2020-03-24,2,0,0
EC-Z,Zamora Chinchipe,Ecuador,2020-03-24,0,0,0
SV-AH,Ahuachapan,El Salvador,2020-03-24,0,0,0
SV-CA,Cabanas,El Salvador,2020-03-24,0,0,0
SV-CH,Chalatenango,El Salvador,2020-03-24,0,0,0
SV-CU,Cuscatlan,El Salvador,2020-03-24,0,0,0
SV-LI,La Libertad,El Salvador,2020-03-24,0,0,0
SV-PA,La Paz,El Salvador,2020-03-24,0,0,0
SV-UN,La Unión,El Salvador,2020-03-24,0,0,0
SV-MO,Morazan,El Salvador,2020-03-24,0,0,0
SV-SM,San Miguel,El Salvador,2020-03-24,0,0,0
SV-SS,San Salvador,El Salvador,2020-03-24,0,0,0
SV-SV,San Vicente,El Salvador,2020-03-24,0,0,0
SV-SA,Santa Ana,El Salvador,2020-03-24,0,0,0
SV-SO,Sonsonate,El Salvador,2020-03-24,0,0,0
SV-US,Usulutan,El Salvador,2020-03-24,0,0,0
HN-AT,Atlantida,Honduras,2020-03-24,0,0,0
HN-CH,Choluteca,Honduras,2020-03-24,0,0,0
HN-CL,Colon,Honduras,2020-03-24,0,0,0
HN-CM,Comayagua,Honduras,2020-03-24,0,0,0
HN-CP,Copan,Honduras,2020-03-24,0,0,0
HN-CR,Cortes,Honduras,2020-03-24,0,0,0
HN-EP,El Paraiso,Honduras,2020-03-24,0,0,0
HN-FM,Francisco Morazan,Honduras,2020-03-24,0,0,0
HN-GD,Gracias a Dios,Honduras,2020-03-24,0,0,0
HN-IN,Intibuca,Honduras,2020-03-24,0,0,0
HN-IB,Islas de la Bahia,Honduras,2020-03-24,0,0,0
HN-LP,La Paz,Honduras,2020-03-24,0,0,0
HN-LE,Lempira,Honduras,2020-03-24,0,0,0
HN-OC,Ocotepeque,Honduras,2020-03-24,0,0,0
HN-OL,Olancho,Honduras,2020-03-24,0,0,0
HN-SB,Santa Barbara,Honduras,2020-03-24,0,0,0
HN-VA,Valle,Honduras,2020-03-24,0,0,0
HN-YO,Yoro,Honduras,2020-03-24,0,0,0
MX-AGU,Aguascalientes,Mexico,2020-03-24,6,0,0
MX-BCN,Baja California,Mexico,2020-03-24,13,0,0
MX-BCS,Baja California Sur,Mexico,2020-03-24,2,0,0
MX-CAM,Campeche,Mexico,2020-03-24,2,0,0
MX-CHP,Chiapas,Mexico,2020-03-24,2,0,0
MX-CHH,Chihuahua,Mexico,2020-03-24,6,0,0
MX-CMX,Ciudad de Mexico,Mexico,2020-03-24,66,3,0
MX-COA,Coahuila,Mexico,2020-03-24,12,0,0
MX-COL,Colima,Mexico,2020-03-24,2,0,0
MX-DUR,Durango,Mexico,2020-03-24,5,1,0
MX-GUA,Guanajuato,Mexico,2020-03-24,12,0,0
MX-GRO,Guerrero,Mexico,2020-03-24,6,0,0
MX-HID,Hidalgo,Mexico,2020-03-24,7,0,0
MX-JAL,Jalisco,Mexico,2020-03-24,46,1,0
MX-MIC,Michoacan,Mexico,2020-03-24,8,0,0
MX-MOR,Morelos,Mexico,2020-03-24,2,0,0
MX-MEX,Mexico,Mexico,2020-03-24,22,0,0
MX-NAY,Nayarit,Mexico,2020-03-24,1,0,0
MX-NLE,Nuevo Leon,Mexico,2020-03-24,52,0,0
MX-OAX,Oaxaca,Mexico,2020-03-24,4,0,0
MX-PUE,Puebla,Mexico,2020-03-24,22,0,0
MX-QUE,Queretaro,Mexico,2020-03-24,16,0,0
MX-ROO,Quintana Roo,Mexico,2020-03-24,22,0,0
MX-SLP,San Luis Potosi,Mexico,2020-03-24,16,0,0
MX-SIN,Sinaloa,Mexico,2020-03-24,4,0,0
MX-SON,Sonora,Mexico,2020-03-24,4,0,0
MX-TAB,Tabasco,Mexico,2020-03-24,6,0,0
MX-TAM,Tamaulipas,Mexico,2020-03-24,5,0,0
MX-TLA,Tlaxcala,Mexico,2020-03-24,0,0,0
MX-VER,Veracruz,Mexico,2020-03-24,7,0,0
MX-YUC,Yucatan,Mexico,2020-03-24,24,0,0
MX-ZAC,Zacatecas,Mexico,2020-03-24,3,0,0
NI-BO,Boaco,Nicaragua,2020-03-24,0,0,0
NI-CA,Carazo,Nicaragua,2020-03-24,0,0,0
NI-CI,Chinandega,Nicaragua,2020-03-24,0,0,0
NI-CO,Chontales,Nicaragua,2020-03-24,0,0,0
